geo_description,year,estimate,moe,se,cv,type,subtype
Brunswick,2018,0.26552632923775527,0.041147681906740514,0.02099371525854108,7.906453314369088,Comparison Community,None
Buncombe,2018,0.2669492336614633,0.026849129798094184,0.013698535611272543,5.131513368060311,Comparison Community,None
Burke,2018,0.32777696042371635,0.048014264808571856,0.024497073881924417,7.473702193789679,Comparison Community,None
Cabarrus,2018,0.2546511033359386,0.03217068887904907,0.016413616775025036,6.445531379996422,Comparison Community,None
Camden,2018,0.2858074847280707,0.04016444944528734,0.02049206604351395,7.169884323712153,Comparison Community,None
Caswell,2018,0.32797199951161937,0.05012286900078936,0.025572892347341513,7.797279153531983,Comparison Community,None
Catawba,2018,0.26956204425485863,0.04102160050113718,0.020929388010784276,7.764219205503759,Comparison Community,None
Chatham,2018,0.3214588130431553,0.03647816820358443,0.01861131030795124,5.789640710660094,Comparison Community,None
Cherokee,2018,0.3725191115282905,0.05887700286161251,0.030039287174292096,8.063824444081119,Comparison Community,None
Cleveland,2018,0.30143215207281276,0.033132481634196936,0.01690432736438619,5.608004072605648,Comparison Community,None
Craven,2018,0.3335486358816157,0.06102144822645446,0.031133391952272684,9.333988691029353,Comparison Community,None
Cumberland,2018,0.3437220551784568,0.026465269382143337,0.013502688460277213,3.9283741781617016,Comparison Community,None
Davidson,2018,0.32890425372012627,0.04804229719936016,0.02451137612212253,7.452435122040087,Comparison Community,None
Davie,2018,0.3117476974808547,0.05101740912005946,0.026029290367377278,8.349473172604847,Comparison Community,None
Duplin,2018,0.38728910622466634,0.056916907852548444,0.02903923870027982,7.498077852836419,Comparison Community,None
Durham,2018,0.3308921605637347,0.031192839090793376,0.015914713821833355,4.809637615687165,Comparison Community,None
Edgecombe,2018,0.32689088211675355,0.049247278229003495,0.025126162361736478,7.686406607316237,Comparison Community,None
Forsyth,2018,0.34484590162210205,0.030374525065093413,0.015497206665863987,4.493951238210317,Comparison Community,None
Franklin,2018,0.37273307945440287,0.05197216034468797,0.026516408339126517,7.11404750497073,Comparison Community,None
Gaston,2018,0.33432047668319836,0.041885280423878256,0.021370041032590947,6.392082604273494,Comparison Community,None
Graham,2018,0.3707662858691187,0.052788039103326787,0.02693267301190142,7.264056641171715,Comparison Community,None
Greene,2018,0.38433204737995075,0.056492331557577345,0.028822618141621095,7.499405354851152,Comparison Community,None
Guilford,2018,0.33443862819247033,0.026202924411589494,0.013368838985504844,3.997396789288061,Comparison Community,None
Halifax,2018,0.44906384180240877,0.051180734866404176,0.02611261982979805,5.814901445858958,Comparison Community,None
Harnett,2018,0.286144578313253,0.04412323547437353,0.022511854833864045,7.867300847203014,Comparison Community,None
Henderson,2018,0.302717019822283,0.042402800333052305,0.02163408180257771,7.146635433738907,Comparison Community,None
Hoke,2018,0.3830261232712541,0.03816217611550225,0.019470498018113395,5.083334225828937,Comparison Community,None
Iredell,2018,0.20940488841657812,0.029329833424253784,0.014964200726660094,7.146060839272848,Comparison Community,None
Johnston,2018,0.33074068049743444,0.05157716218798759,0.026314878667340606,7.9563477428186316,Comparison Community,None
Jones,2018,0.3440502551723483,0.060880286634787006,0.031061370732034188,9.028149308151022,Comparison Community,None
Mecklenburg,2018,0.28071729730666795,0.017835339722362946,0.009099663123654565,3.2415754964018806,Comparison Community,None
Montgomery,2018,0.24152174941271068,0.05079335974286973,0.02591497946064782,10.729874027354978,Comparison Community,None
New Hanover,2018,0.31921578995535943,0.03377653823003407,0.01723292766838473,5.398519813444899,Comparison Community,None
North Carolina,2018,0.30779291179748225,0.005261952659741939,0.0026846697243581323,0.8722324723723844,Comparison Community,None
Onslow,2018,0.3193286234532042,0.05320155599824462,0.027143651019512563,8.500224854879104,Comparison Community,None
Orange,2018,0.290644535752546,0.04251837131052428,0.021693046587002184,7.4637723812126255,Comparison Community,None
Pitt,2018,0.40682564062897114,0.04742696968451515,0.02419743351250773,5.947863432377907,Comparison Community,None
Randolph,2018,0.35093913092015294,0.05513657500057413,0.028130905612537824,8.01589310909255,Comparison Community,None
Robeson,2018,0.48790802056641375,0.04032161618555478,0.020572253155895295,4.216420367923632,Comparison Community,None
Rockingham,2018,0.3291020423129102,0.055879395903366665,0.028509895869064626,8.662934957406742,Comparison Community,None
Rowan,2018,0.2981260046814631,0.06143111823762835,0.031342407264096095,10.513141011494225,Comparison Community,None
Union,2018,0.09037530179864851,0.02988613878400496,0.015248029991839267,16.87189938885193,Comparison Community,None
Wake,2018,0.20403130490337007,0.018417790862635033,0.009396832072772976,4.605583480056332,Comparison Community,None
Wayne,2018,0.3996060439025972,0.053151100898068016,0.027117908621463273,6.786160778907835,Comparison Community,None
Alamance,2018,0.36187232694440047,0.0475267276200919,0.024248330418414236,6.700797107964503,Gender,Female
Alamance,2018,0.30074044020691754,0.0500139921619884,0.02551734293979,8.484839259473512,Gender,Male
Alexander,2018,0.31988646137966625,0.05912175752475983,0.030164162002428486,9.429646341495928,Gender,Female
Alexander,2018,0.3263348209922794,0.05778828512703136,0.02948381894236294,9.034836936098978,Gender,Male
Alleghany,2018,0.38193018480492813,0.05378468526495107,0.027441165951505645,7.184864418485618,Gender,Female
Alleghany,2018,0.32692770923105746,0.053670216646263216,0.027382763595032254,8.375785478519772,Gender,Male
Anson,2018,0.32761873241767336,0.06694796093617883,0.034157122926621854,10.425876040285678,Gender,Female
Anson,2018,0.29696790512795246,0.0636540309877264,0.03247654642230939,10.93604590311416,Gender,Male
Ashe,2018,0.36906789072332863,0.04124303362301561,0.021042364093375312,5.7014887022912815,Gender,Female
Ashe,2018,0.3874746026054739,0.04935016702964679,0.025178656647778977,6.498143743737406,Gender,Male
Beaufort,2018,0.3109912216532553,0.05063121362216717,0.025832251848044475,8.306424763605245,Gender,Female
Beaufort,2018,0.27093358999037537,0.04703708080473407,0.023998510614660244,8.8577096016454675,Gender,Male
Bertie,2018,0.3267163437655241,0.057107685525575234,0.029136574247742467,8.918003278297284,Gender,Female
Bertie,2018,0.2900217094154539,0.059147952562463635,0.030177526817583487,10.405264791524418,Gender,Male
Bladen,2018,0.4854378178631974,0.062282402174040186,0.031776735803081727,6.545995106635227,Gender,Female
Bladen,2018,0.44687108761749567,0.0773505424873362,0.03946456249353888,8.83130808572673,Gender,Male
Brunswick,2018,0.2867452691646037,0.04889900797026809,0.024948473454218415,8.700570205361245,Gender,Female
Brunswick,2018,0.24235621124652554,0.04507633843992126,0.022998131857102685,9.489392386031694,Gender,Male
Buncombe,2018,0.2802281816043284,0.03356254613830082,0.01712374802974532,6.110644522513944,Gender,Female
Buncombe,2018,0.252515082504295,0.03562140727553295,0.018174187385475996,7.1972680622619345,Gender,Male
Burke,2018,0.32116713516045914,0.05077484418282916,0.02590553274634141,8.066059664977452,Gender,Female
Burke,2018,0.33445206694659646,0.05663387451849614,0.028894833938008235,8.639454437165135,Gender,Male
Cabarrus,2018,0.2767842528874688,0.03874081138996562,0.019765720096921235,7.141201094614772,Gender,Female
Cabarrus,2018,0.23131635217766441,0.037156983556432176,0.01895764467164907,8.19554886335424,Gender,Male
Camden,2018,0.30629711974055934,0.04545455055916508,0.023191097224063817,7.57143823086133,Gender,Female
Camden,2018,0.2647493385561626,0.04505003941995979,0.022984713989775404,8.681688919460525,Gender,Male
Caswell,2018,0.3459018878092319,0.06504954337266206,0.03318854253707248,9.594785026260471,Gender,Female
Caswell,2018,0.31119828591234205,0.04787322579437217,0.024425115201210292,7.848730634747239,Gender,Male
Catawba,2018,0.2825822760196393,0.04244901017303634,0.021657658251549153,7.664195559824834,Gender,Female
Catawba,2018,0.2555864282080382,0.04860221774327731,0.024797049869019035,9.702021364309347,Gender,Male
Chatham,2018,0.33263368171158914,0.04216117159788727,0.021510801835656772,6.466814101618177,Gender,Female
Chatham,2018,0.30968145481174103,0.05013279220665789,0.025577955207478513,8.259440405634768,Gender,Male
Cherokee,2018,0.3636300137950303,0.05560824713470205,0.02837155466056227,7.802313776154531,Gender,Female
Cherokee,2018,0.38202876891462734,0.07129300783951344,0.03637398359158849,9.521268174365437,Gender,Male
Cleveland,2018,0.3401714657533267,0.039656596902477644,0.02023295760330492,5.947870306669616,Gender,Female
Cleveland,2018,0.2599637195845357,0.03582991756637252,0.018280570186924756,7.031969774913238,Gender,Male
Craven,2018,0.3364968461911693,0.07269734795370594,0.03709048364984997,11.022535298526472,Gender,Female
Craven,2018,0.33063882769849634,0.07119026648479757,0.036321564533059986,10.985268967315893,Gender,Male
Cumberland,2018,0.36437898789225415,0.03121825651286356,0.015927681894318143,4.371185612664338,Gender,Female
Cumberland,2018,0.3226395188086634,0.02629534825258609,0.013415994006421475,4.158199236088507,Gender,Male
Davidson,2018,0.3632131885655324,0.05446803902244205,0.027789815827776558,7.651103181998746,Gender,Female
Davidson,2018,0.29279729512950553,0.05224115470039499,0.026653650357344384,9.103106757033174,Gender,Male
Davie,2018,0.31268186007843707,0.05259482223425568,0.02683409297666106,8.581915487495712,Gender,Female
Davie,2018,0.3107709750566893,0.06226489460283391,0.03176780336879281,10.222255589666277,Gender,Male
Duplin,2018,0.40702956756841724,0.0567523634309149,0.0289552874647525,7.113804443674828,Gender,Female
Duplin,2018,0.3661791897797949,0.07671257458334078,0.03913906866496979,10.68850162908122,Gender,Male
Durham,2018,0.334771088418913,0.03631184677738265,0.018526452437440128,5.534065837327388,Gender,Female
Durham,2018,0.32668964974832215,0.03695470354730161,0.018854440585357967,5.77136147407278,Gender,Male
Edgecombe,2018,0.35137349773685034,0.051982473164725006,0.026521669982002553,7.5479995369101776,Gender,Female
Edgecombe,2018,0.3000228382197608,0.057276231183533574,0.029222566930374273,9.740114153899619,Gender,Male
Forsyth,2018,0.36593767003958644,0.03558704019856817,0.01815665316253478,4.961679173551777,Gender,Female
Forsyth,2018,0.32137142476165076,0.0315923523904861,0.016118547138003113,5.015550822528058,Gender,Male
Franklin,2018,0.3831243054453088,0.06344415320348921,0.03236946592014756,8.448815556748416,Gender,Female
Franklin,2018,0.36194822955627687,0.051806821523819324,0.026432051797867003,7.302716145419703,Gender,Male
Gaston,2018,0.34097608346295644,0.05137642569430256,0.02621246208892988,7.687478201613398,Gender,Female
Gaston,2018,0.3271397179494312,0.040868204649832596,0.020851124821343162,6.373767438586072,Gender,Male
Graham,2018,0.3633962717154568,0.06024225921022395,0.030735846535828545,8.457942177209524,Gender,Female
Graham,2018,0.3784270383970908,0.06679778796805311,0.034080504065333216,9.00583219679242,Gender,Male
Greene,2018,0.3797855484726777,0.06123652706165811,0.031243126051866382,8.226517880291082,Gender,Female
Greene,2018,0.3893798069055801,0.06506727395304016,0.0331975887515511,8.525760237895724,Gender,Male
Guilford,2018,0.3721333692844776,0.031187643033863108,0.015912062772379137,4.27590323409432,Gender,Female
Guilford,2018,0.2927639578577424,0.03002165816991264,0.015317172535669714,5.23191879483762,Gender,Male
Halifax,2018,0.46448240083007425,0.0574445462660015,0.029308441972449743,6.3099144165791365,Gender,Female
Halifax,2018,0.4343708999638721,0.06116555616332296,0.031206916409858655,7.184393892973545,Gender,Male
Harnett,2018,0.29152360993445403,0.04875497261403384,0.024874986027568286,8.532751784036003,Gender,Female
Harnett,2018,0.2807306236629916,0.049944966487559916,0.02548212575895914,9.077073753645644,Gender,Male
Henderson,2018,0.30832752833892724,0.04455330305582576,0.02273127706929886,7.372444877614572,Gender,Female
Henderson,2018,0.2966651638728363,0.05043780536389923,0.02573357416525471,8.674282423090716,Gender,Male
Hoke,2018,0.37250873814109425,0.048727664186738524,0.02486105315649925,6.67395167172768,Gender,Female
Hoke,2018,0.3942106381041964,0.04748771302635734,0.024228425013447623,6.146060677095084,Gender,Male
Iredell,2018,0.2263905020002581,0.03183645975202735,0.016243091710218035,7.174811472523489,Gender,Female
Iredell,2018,0.19139181606678526,0.037816491285955156,0.019294128207119978,10.080957798314314,Gender,Male
Johnston,2018,0.34991535231609455,0.056965682110912574,0.029064123525975805,8.306044114269342,Gender,Female
Johnston,2018,0.3103528933184176,0.05599981451554782,0.02857133393650399,9.206079450720704,Gender,Male
Jones,2018,0.385642242657965,0.06681875679707487,0.03409120244748718,8.840111034652253,Gender,Female
Jones,2018,0.30031002008306196,0.06978149605432706,0.03560280410935054,11.855350047761727,Gender,Male
Mecklenburg,2018,0.2966917661226006,0.020924117266239356,0.01067557003379559,3.5982023273892176,Gender,Female
Mecklenburg,2018,0.2635322994871173,0.019515232913106213,0.00995675148627868,3.778190189838727,Gender,Male
Montgomery,2018,0.25621474664458366,0.05459494581866352,0.027854564193195673,10.87156947755041,Gender,Female
Montgomery,2018,0.2265603869345934,0.06418248496617254,0.032746165799067625,14.45361488039886,Gender,Male
New Hanover,2018,0.348837986065185,0.03822092073459507,0.019500469762548506,5.59012221762586,Gender,Female
New Hanover,2018,0.2887026409589475,0.03802153468282062,0.019398742185112564,6.71928116787508,Gender,Male
North Carolina,2018,0.323766474637507,0.00589906797347012,0.003009728557892918,0.9295985822073295,Gender,Female
North Carolina,2018,0.29096000324795496,0.0062098975051532385,0.0031683150536496113,1.088917726932243,Gender,Male
Onslow,2018,0.35593146381196183,0.07570188120412105,0.038623408777612785,10.851361204194491,Gender,Female
Onslow,2018,0.2917766075084577,0.05281591622291953,0.026946896032101802,9.23545456992151,Gender,Male
Orange,2018,0.286422884697491,0.052585856790435474,0.026829518770630344,9.367100257706944,Gender,Female
Orange,2018,0.29559924541649474,0.04483203159542922,0.022873485507872052,7.738005378073163,Gender,Male
Pitt,2018,0.4418362722478576,0.05525710481963557,0.028192400418181413,6.3807347175802445,Gender,Female
Pitt,2018,0.366314685481372,0.05641695557069779,0.028784161005458057,7.857768783589158,Gender,Male
Randolph,2018,0.35303295740720464,0.06271841581808642,0.03199919174392164,9.064080582995624,Gender,Female
Randolph,2018,0.3487617421007686,0.058227134301677294,0.029707721582488415,8.51805631074778,Gender,Male
Robeson,2018,0.4853875059483763,0.04754973040087024,0.024260066531056244,4.998082199016561,Gender,Female
Robeson,2018,0.4905347401542487,0.04408127659106115,0.02249044724033732,4.584883678832858,Gender,Male
Rockingham,2018,0.36283349451049546,0.06627596478420134,0.0338142677470415,9.319500062324973,Gender,Female
Rockingham,2018,0.29319141849233143,0.05906771111691646,0.030136587304549215,10.278809475229389,Gender,Male
Rowan,2018,0.2810946678716674,0.06562177358187599,0.03348049672544693,11.910754828238971,Gender,Female
Rowan,2018,0.3151084201633343,0.07007627191957229,0.035753199958965455,11.346316909092124,Gender,Male
Union,2018,0.09543886013246508,0.03647371220679862,0.018609036840203378,19.498385473563733,Gender,Female
Union,2018,0.08503361418547985,0.026847192650601905,0.013697547270715258,16.108391254354355,Gender,Male
Wake,2018,0.21600620635050258,0.021435036045927423,0.010936242880575216,5.0629299339804685,Gender,Female
Wake,2018,0.1913610741179719,0.019417999689221494,0.009907142698582396,5.177198520778973,Gender,Male
Wayne,2018,0.43465229729298854,0.06008151369838533,0.030653833519584353,7.0524954568274945,Gender,Female
Wayne,2018,0.36335301296216893,0.06238426254508501,0.031828705380145414,8.759719678851075,Gender,Male
Alamance,2018,0.395318477138867,0.12243815879640278,0.062468448365511624,15.802056311060761,Race / Ethnicity,African American
Alamance,2018,0.6254146227516936,0.16790790001236472,0.08566729592467588,13.697680356074454,Race / Ethnicity,Hispanic / Latino
Alamance,2018,0.2534669300969047,0.05018554047439056,0.02560486758897478,10.101857303114691,Race / Ethnicity,"White, non-Hispanic"
Alexander,2018,0.6739886509244005,0.1566380810356495,0.07991738828349464,11.85737892973197,Race / Ethnicity,African American
Alexander,2018,0.19056486654252017,0.18517548949586324,0.0944772905591139,49.57749677222557,Race / Ethnicity,Hispanic / Latino
Alexander,2018,0.31038046575421857,0.057384940891619295,0.029278031067152703,9.432949008568452,Race / Ethnicity,"White, non-Hispanic"
Alleghany,2018,0.6328841743119266,0.2236790976837174,0.11412198861414154,18.032049661885647,Race / Ethnicity,African American
Alleghany,2018,0.6625734911066459,0.1649838978130257,0.08417545806787026,12.704320229787406,Race / Ethnicity,Hispanic / Latino
Alleghany,2018,0.30617862417171177,0.05129948949527829,0.026173208926162393,8.548346246236928,Race / Ethnicity,"White, non-Hispanic"
Anson,2018,0.5072129037143615,0.10932370232188407,0.05577739914381841,10.996841510804629,Race / Ethnicity,African American
Anson,2018,0.3454497072911123,0.23400463052058842,0.11939011761254512,34.560781234628294,Race / Ethnicity,Hispanic / Latino
Anson,2018,0.23528297290713726,0.055556053769428765,0.028344925392565695,12.047163907501721,Race / Ethnicity,"White, non-Hispanic"
Ashe,2018,0.5502471169686985,0.2944284995708784,0.15021862223004,27.300210686716852,Race / Ethnicity,African American
Ashe,2018,0.6272226593233674,0.1743106497048126,0.08893400495143501,14.179016594740832,Race / Ethnicity,Hispanic / Latino
Ashe,2018,0.35650568805549004,0.03919082828052952,0.019995320551290573,5.60869608009685,Race / Ethnicity,"White, non-Hispanic"
Beaufort,2018,0.44396076026977316,0.14236998843749324,0.07263774920280268,16.361299399222645,Race / Ethnicity,African American
Beaufort,2018,0.37264340152426795,0.22649047028532354,0.11555636239047119,31.00990435300804,Race / Ethnicity,Hispanic / Latino
Beaufort,2018,0.26012273660159135,0.04300021571521443,0.021938885568986956,8.434051500307312,Race / Ethnicity,"White, non-Hispanic"
Bertie,2018,0.6124862577872539,0.10540285970701281,0.05377696923827184,8.780110337912461,Race / Ethnicity,African American
Bertie,2018,0.1692754558657415,0.1284076468621802,0.06551410554192867,38.70266082395919,Race / Ethnicity,Hispanic / Latino
Bertie,2018,0.167338319685344,0.04826169117842044,0.024623311825724716,14.714688107317778,Race / Ethnicity,"White, non-Hispanic"
Bladen,2018,0.6165680473372781,0.09494015845831369,0.04843885635628249,7.856206069301096,Race / Ethnicity,African American
Bladen,2018,0.8284306175881718,0.2101121442106532,0.10720007357686387,12.940139017188642,Race / Ethnicity,Hispanic / Latino
Bladen,2018,0.3678342853210378,0.07594220908773829,0.03874602504476443,10.53355453555607,Race / Ethnicity,"White, non-Hispanic"
Brunswick,2018,0.43971819752758207,0.18084403861835616,0.09226736664201844,20.983295019585995,Race / Ethnicity,African American
Brunswick,2018,0.5444994747110911,0.2765200029999958,0.14108163418367134,25.91033430445982,Race / Ethnicity,Hispanic / Latino
Brunswick,2018,0.2158810040063888,0.04024327544513494,0.02053228339037497,9.510926394323855,Race / Ethnicity,"White, non-Hispanic"
Buncombe,2018,0.37959667852906287,0.16578160177604886,0.08458244988573922,22.282189141774424,Race / Ethnicity,African American
Buncombe,2018,0.5229098052811001,0.15246887120245387,0.07779024040941523,14.87641647254972,Race / Ethnicity,Hispanic / Latino
Buncombe,2018,0.23524761576467884,0.02699695590448191,0.013773957094123422,5.855088923792404,Race / Ethnicity,"White, non-Hispanic"
Burke,2018,0.43960423251339836,0.18466767817212015,0.09421820314904089,21.432505917960945,Race / Ethnicity,African American
Burke,2018,0.6257460503218256,0.23875791981084146,0.121815265209613,19.467204810475838,Race / Ethnicity,Hispanic / Latino
Burke,2018,0.28687173122950094,0.051392510255345907,0.026220668497625464,9.1402064557726,Race / Ethnicity,"White, non-Hispanic"
Cabarrus,2018,0.47185883097223164,0.09326702507343651,0.0475852168742023,10.08462992547079,Race / Ethnicity,African American
Cabarrus,2018,0.3208786054873759,0.19317115955925254,0.09855671406084314,30.714641729119762,Race / Ethnicity,Hispanic / Latino
Cabarrus,2018,0.18975654793721755,0.03137587576495738,0.016008099880080295,8.436125158314274,Race / Ethnicity,"White, non-Hispanic"
Camden,2018,0.5065838092038966,0.11177657441828324,0.05702886449912411,11.257537936071378,Race / Ethnicity,African American
Camden,2018,0.6373951652688703,0.24214026692023277,0.12354095251032285,19.382160273871857,Race / Ethnicity,Hispanic / Latino
Camden,2018,0.19426611124724333,0.04250834459770006,0.02168793091719391,11.164032047561596,Race / Ethnicity,"White, non-Hispanic"
Caswell,2018,0.3761593474131188,0.10100137857062486,0.05153131559725758,13.699331400812717,Race / Ethnicity,African American
Caswell,2018,0.5603153745072273,0.2368042169418279,0.12081847803154486,21.562584845686125,Race / Ethnicity,Hispanic / Latino
Caswell,2018,0.2686684037856593,0.06315326527037193,0.032221053709373434,11.992870488440104,Race / Ethnicity,"White, non-Hispanic"
Catawba,2018,0.3327740492170022,0.15296691037596188,0.07804434202855198,23.452652696983353,Race / Ethnicity,African American
Catawba,2018,0.5609275730622617,0.13785279880394782,0.07033306061425909,12.538706241572525,Race / Ethnicity,Hispanic / Latino
Catawba,2018,0.22322856066630395,0.04557141944923056,0.0232507242087911,10.415658345594828,Race / Ethnicity,"White, non-Hispanic"
Chatham,2018,0.5750665320730476,0.13212004204129615,0.06740818471494701,11.721806252912753,Race / Ethnicity,African American
Chatham,2018,0.5581461472846175,0.16469429748183145,0.08402770279685279,15.054785060444791,Race / Ethnicity,Hispanic / Latino
Chatham,2018,0.2034579769240407,0.04309375735712895,0.02198661089649436,10.806462950677464,Race / Ethnicity,"White, non-Hispanic"
Cherokee,2018,0.6379215035931454,0.24353607599772184,0.12425309999883767,19.477803977287465,Race / Ethnicity,African American
Cherokee,2018,0.43825042881646653,0.2682265169957364,0.1368502637733349,31.22649854397427,Race / Ethnicity,Hispanic / Latino
Cherokee,2018,0.3610367572044727,0.06122786559810589,0.031238706937809127,8.65250042120147,Race / Ethnicity,"White, non-Hispanic"
Cleveland,2018,0.5459047390377862,0.10523618743963913,0.05369193236716282,9.835403235700136,Race / Ethnicity,African American
Cleveland,2018,0.1271440040872929,0.11650650774905018,0.059442095790331724,46.75178842843484,Race / Ethnicity,Hispanic / Latino
Cleveland,2018,0.26881595678525355,0.033957961753147546,0.0173254906903814,6.445112447034552,Race / Ethnicity,"White, non-Hispanic"
Craven,2018,0.5295940637276298,0.16012241894380863,0.08169511170602481,15.425987053367084,Race / Ethnicity,African American
Craven,2018,0.4504492772496419,0.2543531798845884,0.12977203055336142,28.809465817266904,Race / Ethnicity,Hispanic / Latino
Craven,2018,0.2549414429753779,0.06133483554881395,0.031293283443272424,12.274694564388541,Race / Ethnicity,"White, non-Hispanic"
Cumberland,2018,0.41546232179226067,0.04661339978635373,0.023782346829772313,5.724308940261484,Race / Ethnicity,African American
Cumberland,2018,0.4337989178306279,0.07919994743475832,0.04040813644630527,9.314946346196786,Race / Ethnicity,Hispanic / Latino
Cumberland,2018,0.2640078107988509,0.039023015196168104,0.019909701630698013,7.54133052747721,Race / Ethnicity,"White, non-Hispanic"
Davidson,2018,0.5530226700251889,0.15939959201791906,0.08132632245812198,14.705784566556332,Race / Ethnicity,African American
Davidson,2018,0.5123925974884336,0.23028165611344867,0.1174906408742085,22.92980840279619,Race / Ethnicity,Hispanic / Latino
Davidson,2018,0.2811109011902513,0.05330221847990954,0.027195009428525277,9.6741212501468,Race / Ethnicity,"White, non-Hispanic"
Davie,2018,0.5781908777309314,0.25867065495296443,0.1319748239555941,22.82547667882963,Race / Ethnicity,African American
Davie,2018,0.42886014551333873,0.19141800783828394,0.09766224889708365,22.772516849329403,Race / Ethnicity,Hispanic / Latino
Davie,2018,0.2724246052106493,0.05649691087385153,0.02882495452747527,10.580892465710539,Race / Ethnicity,"White, non-Hispanic"
Duplin,2018,0.5909959356654045,0.09906936851528343,0.050545596181267055,8.552613162112118,Race / Ethnicity,African American
Duplin,2018,0.47563101644811645,0.2069756238486595,0.10559980808605077,22.202044112817017,Race / Ethnicity,Hispanic / Latino
Duplin,2018,0.25302322605413013,0.05796259436226882,0.029572752225647356,11.687761905035845,Race / Ethnicity,"White, non-Hispanic"
Durham,2018,0.3886739391333942,0.05372977842181505,0.027413152256028087,7.052994681647489,Race / Ethnicity,African American
Durham,2018,0.6183134407000985,0.11440517267152316,0.05836998605689957,9.440193632344286,Race / Ethnicity,Hispanic / Latino
Durham,2018,0.17488272508976827,0.026518831457196614,0.013530016049590109,7.736622380881289,Race / Ethnicity,"White, non-Hispanic"
Edgecombe,2018,0.4350554779814723,0.08172101906385233,0.041694397481557316,9.583696698868588,Race / Ethnicity,African American
Edgecombe,2018,0.5096090849530465,0.2322361458903702,0.11848782953590316,23.250729438392998,Race / Ethnicity,Hispanic / Latino
Edgecombe,2018,0.17710836045132447,0.05172403026427459,0.02638981135932377,14.900375844525199,Race / Ethnicity,"White, non-Hispanic"
Forsyth,2018,0.4972294889488537,0.07963541178655967,0.04063031213599983,8.17134000276061,Race / Ethnicity,African American
Forsyth,2018,0.6166054431433037,0.11502129046274485,0.05868433186874738,9.517323033930582,Race / Ethnicity,Hispanic / Latino
Forsyth,2018,0.22093215105617703,0.03002963252188106,0.015321241082592378,6.934817322580001,Race / Ethnicity,"White, non-Hispanic"
Franklin,2018,0.4598007515511667,0.08161009454904936,0.04163780334135171,9.055618808991497,Race / Ethnicity,African American
Franklin,2018,0.2812469556746225,0.11834055869045412,0.06037783606655823,21.46790742027088,Race / Ethnicity,Hispanic / Latino
Franklin,2018,0.3169494984380151,0.07252161537295554,0.037000824169875275,11.674044083433506,Race / Ethnicity,"White, non-Hispanic"
Gaston,2018,0.45317584360347435,0.11671766028857883,0.05954982667784634,13.14055625832343,Race / Ethnicity,African American
Gaston,2018,0.4688680998698965,0.17497341342006167,0.0892721497041131,19.039928229044524,Race / Ethnicity,Hispanic / Latino
Gaston,2018,0.29732363419690405,0.04570008289435317,0.023316368823649576,7.842083891725942,Race / Ethnicity,"White, non-Hispanic"
Graham,2018,0.6676798378926039,0.3094812267548948,0.15789858507902796,23.648847264491742,Race / Ethnicity,African American
Graham,2018,0.5708717948717948,0.18311378985404736,0.09342540298675886,16.3653912885537,Race / Ethnicity,Hispanic / Latino
Graham,2018,0.3469911287355382,0.05388343872965631,0.02749155037227363,7.922839547067069,Race / Ethnicity,"White, non-Hispanic"
Greene,2018,0.5109118636937316,0.0878047218372203,0.04479832746796954,8.76830832310132,Race / Ethnicity,African American
Greene,2018,0.560226547543076,0.19900642420764236,0.10153388990185835,18.1237198321187,Race / Ethnicity,Hispanic / Latino
Greene,2018,0.23061806656101427,0.0713526862277884,0.03640443174887163,15.78559403074354,Race / Ethnicity,"White, non-Hispanic"
Guilford,2018,0.45687260883629105,0.05439756433837145,0.027753859356311965,6.074747931815031,Race / Ethnicity,African American
Guilford,2018,0.5583516757811614,0.12293095750327954,0.06271987627718344,11.233041646993403,Race / Ethnicity,Hispanic / Latino
Guilford,2018,0.1888784511570288,0.02588085000848677,0.013204515310452435,6.991012065995041,Race / Ethnicity,"White, non-Hispanic"
Halifax,2018,0.5402443632699332,0.07631559138794901,0.03893652621834133,7.207206380214778,Race / Ethnicity,African American
Halifax,2018,0.49741290100034496,0.26315196737038204,0.13426120784203166,26.991903019004837,Race / Ethnicity,Hispanic / Latino
Halifax,2018,0.32017646905265357,0.060009621527082196,0.03061715384034806,9.562587135444053,Race / Ethnicity,"White, non-Hispanic"
Harnett,2018,0.4802601971934705,0.11874121078883051,0.06058225040246455,12.61446415016135,Race / Ethnicity,African American
Harnett,2018,0.3866258942995615,0.16885622153351262,0.08615113343546563,22.28281517241442,Race / Ethnicity,Hispanic / Latino
Harnett,2018,0.21922002186854575,0.04256007948263416,0.021714326266650083,9.905265988738462,Race / Ethnicity,"White, non-Hispanic"
Henderson,2018,0.3873992124507782,0.24812641566552016,0.12659511003342866,32.67820531501815,Race / Ethnicity,African American
Henderson,2018,0.619359756097561,0.2303523906208622,0.11752672990860318,18.9755192764075,Race / Ethnicity,Hispanic / Latino
Henderson,2018,0.25983469791626246,0.039233957493543845,0.020017325251808084,7.70386919542944,Race / Ethnicity,"White, non-Hispanic"
Hoke,2018,0.49559636076606706,0.07781169146697257,0.03969984258519009,8.010519391995564,Race / Ethnicity,African American
Hoke,2018,0.6244613550930596,0.15253301758197185,0.07782296815406728,12.46241541119383,Race / Ethnicity,Hispanic / Latino
Hoke,2018,0.2616126830971387,0.0489679370872197,0.02498364137103046,9.549858621248058,Race / Ethnicity,"White, non-Hispanic"
